title,code,url,types,featured,applications_open,applications_close,intake,duration,fees,area_of_interest
"Civil Society, Leadership and Capacity Building",(CSD521),https://www.suss.edu.sg/courses/detail/csd521,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Humanities and Social Sciences
Classroom Discourse,(TSL553),https://www.suss.edu.sg/courses/detail/tsl553,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2200,Linguistics and Languages
Cognitive Behavioural Therapy,(COU573),https://www.suss.edu.sg/courses/detail/cou573,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Social Services
Cognitive Psychology: Exploring the Mind,(PSY305),https://www.suss.edu.sg/courses/detail/psy305,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Commercialising Innovation,(IPM575),https://www.suss.edu.sg/courses/detail/ipm575,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$3000,Business Administration
Communication Campaign Planning,(COM388),https://www.suss.edu.sg/courses/detail/com388,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Comparative Development of Hong Kong and Taiwan,(POL358),https://www.suss.edu.sg/courses/detail/pol358,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Comparative Politics in Southeast Asia,(POL351),https://www.suss.edu.sg/courses/detail/pol351,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Computational Law in Token Economy,(FIN389),https://www.suss.edu.sg/courses/detail/fin389,Modular Undergraduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Finance
Computer Interactive Graphics,(MTD315),https://www.suss.edu.sg/courses/detail/mtd315,Modular Undergraduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Digital Media
Computer Vision & Applications,(AIB553),https://www.suss.edu.sg/courses/detail/aib553,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Business Administration
Construction IT & Building Information Modeling,(BPM107),https://www.suss.edu.sg/courses/detail/bpm107,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Built Environment
Construction Measurement (1 of 4) Civil & Structural Works,(QSM201),https://www.suss.edu.sg/courses/detail/qsm201,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Built Environment
Construction Measurement (3 of 4) Advanced Civil & Structural Works,(QSM301),https://www.suss.edu.sg/courses/detail/qsm301,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Built Environment
Construction Project Management,(BPM203),https://www.suss.edu.sg/courses/detail/bpm203,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Built Environment
Contemporary Issues in Societies from a Multidisciplinary Social Science Perspective,(RSS553),https://www.suss.edu.sg/courses/detail/rss553,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Humanities and Social Sciences
Contemporary Social Theory,(SOC309),https://www.suss.edu.sg/courses/detail/soc309,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Content Creation and Storytelling with Generative AIs,(MKT561),https://www.suss.edu.sg/courses/detail/mkt561,Modular Graduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1320,Business Administration
Content Marketing,(MKT556),https://www.suss.edu.sg/courses/detail/mkt556,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1320,Business Administration
Cost Management for Architectural Works,(BPM207),https://www.suss.edu.sg/courses/detail/bpm207,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Built Environment
Cost Management for M&E Works,(BPM309),https://www.suss.edu.sg/courses/detail/bpm309,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Built Environment
Counselling Psychology in Singapore,(PSY354),https://www.suss.edu.sg/courses/detail/psy354,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Creative Art Therapy and Education,(BAE315),https://www.suss.edu.sg/courses/detail/bae315,Modular Undergraduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2548,Adult Learning
Creative Ceramics,(BAE221),https://www.suss.edu.sg/courses/detail/bae221,Modular Undergraduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2548,Adult Learning
Creative Communication Strategies,(COM273),https://www.suss.edu.sg/courses/detail/com273,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Creative Painting,(BAE201),https://www.suss.edu.sg/courses/detail/bae201,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2548,Adult Learning
Criminological Perspectives in Punishment,(PSI351),https://www.suss.edu.sg/courses/detail/psi351,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Criminological Theories and Intervention,(CRM305),https://www.suss.edu.sg/courses/detail/crm305,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Crisis Communication,(COM323),https://www.suss.edu.sg/courses/detail/com323,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Crisis Intervention,(COU559),https://www.suss.edu.sg/courses/detail/cou559,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Social Services
Cultural Psychology,(PSY352),https://www.suss.edu.sg/courses/detail/psy352,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Curriculum Planning with Children’s Books,(ECE364),https://www.suss.edu.sg/courses/detail/ece364,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Adult Learning
Customer Insights and Analytics,(MKT371),https://www.suss.edu.sg/courses/detail/mkt371,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Business Administration
Data Analytics for Decision Makers,(ANL551),https://www.suss.edu.sg/courses/detail/anl551,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Business Administration
Data Integration for Enterprise Automation,(ANL555),https://www.suss.edu.sg/courses/detail/anl555,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Business Administration
Data Strategy and IoT Business Models,(AIT505),https://www.suss.edu.sg/courses/detail/ait505,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Science and Technology
Data Structures and Algorithms,(ICT235),https://www.suss.edu.sg/courses/detail/ict235,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Science and Technology
Design and Manufacture of Composites,(EAS423),https://www.suss.edu.sg/courses/detail/eas423,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1844,Science and Technology
Design of Aircraft Electrical Systems and Servomechanisms,(EAS306),https://www.suss.edu.sg/courses/detail/eas306,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1844,Science and Technology
Develop and Create Value for Organisation and People,(NPM524),https://www.suss.edu.sg/courses/detail/npm524,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Management
Digital Control System Design,(ENG321),https://www.suss.edu.sg/courses/detail/eng321,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1844,Science and Technology
Digital Marketing Practicum,(MKT369),https://www.suss.edu.sg/courses/detail/mkt369,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Business Administration
Digital Video Content Creation,(GSP209),https://www.suss.edu.sg/courses/detail/gsp209,Modular Undergraduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,General Studies
DNA of Social Entrepreneurs,(SOE503),https://www.suss.edu.sg/courses/detail/soe503,Modular Graduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Business Administration
Ecological Literacy and Sustainability in Outdoor Education,(BSE321),https://www.suss.edu.sg/courses/detail/bse321,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2548,Adult Learning
Ecosystem Design,(MGT562),https://www.suss.edu.sg/courses/detail/mgt562,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1320,Management
Education for the Future: Critical Reflections on Current Practices,(CSD524),https://www.suss.edu.sg/courses/detail/csd524,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Humanities and Social Sciences
Electronic Materials,(ENG323),https://www.suss.edu.sg/courses/detail/eng323,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Science and Technology
Emotionally Focused Therapy,(COU550),https://www.suss.edu.sg/courses/detail/cou550,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Social Services
Engineering Mathematics II,(MTH321),https://www.suss.edu.sg/courses/detail/mth321,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Science and Technology
English for Specific Purposes,(TSL567),https://www.suss.edu.sg/courses/detail/tsl567,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2200,Linguistics and Languages
English Pronunciation and TESOL,(TSL569),https://www.suss.edu.sg/courses/detail/tsl569,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2200,Linguistics and Languages
Environment and Ageing,(GER526),https://www.suss.edu.sg/courses/detail/ger526,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Gerontology
Equity Securities,(FIN355),https://www.suss.edu.sg/courses/detail/fin355,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Finance
ESG Investing and Sustainable Finance,(ESG513),https://www.suss.edu.sg/courses/detail/esg513,Modular Graduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Others
Essentials of Social Entrepreneurship and Application in Singapore's Context,(SOE501),https://www.suss.edu.sg/courses/detail/soe501,Modular Graduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Business Administration
Ethical Issues in Film,(FLM356),https://www.suss.edu.sg/courses/detail/flm356,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Digital Media
Event Ideation and Conceptualisation,(EMT315),https://www.suss.edu.sg/courses/detail/emt315,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Management
Events Planning and Management,(EMT101),https://www.suss.edu.sg/courses/detail/emt101,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Management
F&B Management,(EMT409),https://www.suss.edu.sg/courses/detail/emt409,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Management
Fatigue Management,(HFSY359),https://www.suss.edu.sg/courses/detail/hfsy359,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Science and Technology
Feature Writing,(COM353),https://www.suss.edu.sg/courses/detail/com353,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Film Adaptations: The Business of Reinterpreting Shakespeare,(FLM363),https://www.suss.edu.sg/courses/detail/flm363,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Digital Media
Filter Theory and Design,(ENG203),https://www.suss.edu.sg/courses/detail/eng203,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1844,Science and Technology
Financial Management for Fintech Professionals,(FIN549),https://www.suss.edu.sg/courses/detail/fin549,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Finance
Financial Reporting,(ACC206),https://www.suss.edu.sg/courses/detail/acc206,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1551,Business Administration
"Financial System, Financial Markets and Financial Supervision",(FIN521),https://www.suss.edu.sg/courses/detail/fin521,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Finance
Flight Dynamics and Control,(EAS309),https://www.suss.edu.sg/courses/detail/eas309,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1844,Science and Technology
FM Quality Management System,(FMT410),https://www.suss.edu.sg/courses/detail/fmt410,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Built Environment
Forensic Accounting,(ACC351),https://www.suss.edu.sg/courses/detail/acc351,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1551,Business Administration
Fostering Happiness at Work,(MGT558O),https://www.suss.edu.sg/courses/detail/mgt558o,Modular Graduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1320,Management
Fundamentals of Applied Electromagnetics,(ENG205),https://www.suss.edu.sg/courses/detail/eng205,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Science and Technology
Fundamentals of Complex Analysis,(MTH301),https://www.suss.edu.sg/courses/detail/mth301,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Science and Technology
Fundamentals of Graph Theory,(MTH366),https://www.suss.edu.sg/courses/detail/mth366,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Science and Technology
Fundamentals of Graphics Design,(MTD201),https://www.suss.edu.sg/courses/detail/mtd201,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Digital Media
Fundamentals of Public Administration,(POL201),https://www.suss.edu.sg/courses/detail/pol201,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Game Design and Development,(MTD368),https://www.suss.edu.sg/courses/detail/mtd368,Modular Undergraduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Digital Media
Gender and Society,(SOC259),https://www.suss.edu.sg/courses/detail/soc259,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Generative AI: Theory and Practice,(ICT302),https://www.suss.edu.sg/courses/detail/ict302,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Science and Technology
Geospatial Analytics for Decision-Making,(LOG363),https://www.suss.edu.sg/courses/detail/log363,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Business Administration
Global Englishes,(ELG362),https://www.suss.edu.sg/courses/detail/elg362,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Linguistics and Languages
Good Governance and Anti-Corruption,(POL357),https://www.suss.edu.sg/courses/detail/pol357,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Humanities and Social Sciences
Goods and Services Tax,(TAX505),https://www.suss.edu.sg/courses/detail/tax505,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Business Administration
Governance & Risk Management for Non-Profit Organisations,(NPM512),https://www.suss.edu.sg/courses/detail/npm512,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Management
Human Capital Consulting: Principles and Practices,(HCM557),https://www.suss.edu.sg/courses/detail/hcm557,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Management
Human Factors Methods,(HFS219),https://www.suss.edu.sg/courses/detail/hfs219,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Science and Technology
Impact Investing and Green Finance,(FIN354),https://www.suss.edu.sg/courses/detail/fin354,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Finance
Independent Translation and Interpreting Project,(CTI388),https://www.suss.edu.sg/courses/detail/cti388,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Linguistics and Languages
Influencer Marketing,(MKT558),https://www.suss.edu.sg/courses/detail/mkt558,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1320,Business Administration
Information Security Challenges in Smart Computing,(ICT338),https://www.suss.edu.sg/courses/detail/ict338,"IHL Micro-Credentials, Modular Undergraduate Course, SkillsFuture Series",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Science and Technology
Innovative Safety Coaching and Leadership,(HFS307),https://www.suss.edu.sg/courses/detail/hfs307,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Science and Technology
Integrated Marketing Communications,(MKT358),https://www.suss.edu.sg/courses/detail/mkt358,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Business Administration
